"Philippine Exports by Commodity Group (GRT), 2000-2025"

"Commodity";"Country Of Destination";"2020 Quantity";"2020 FOB";"2021 Quantity";"2021 FOB";"2022 Quantity";"2022 FOB";"2023 Quantity";"2023 FOB";"2024 Quantity";"2024 FOB";"2025 Quantity";"2025 FOB"
"Processed Tropical Fruits";"U.S. Minor Outlying Islands";..;..;..;..;96168.00;96168.00;..;..;21252.00;51005.00;..;..
"Processed Tropical Fruits";"Yemen Arab Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Azores";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Albania";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Antartica";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Madeira Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Dominica";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Northern Mariana Islands";346536.79;409226.00;154997.48;180757.00;174339.16;189954.00;125400.73;178319.00;118738.22;162508.00;145194.87;240242.00
"Processed Tropical Fruits";"Sao Tome And Principe, Dem. Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Tajikistan";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Armenia";..;..;..;..;27100.06;24769.00;86750.01;85378.00;171408.32;147947.00;108083.84;95574.00
"Processed Tropical Fruits";"Midway Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Moldova, Republic Of";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Greenland";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Nansei Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Democratic People'S Rep. Of Korea";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Chinese Taipei";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Turkmenistan";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Byelorussian Soviet Socialist Rep.";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Panama Canal Zone";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Gilbert And Ellice Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Ceuta And Melilla";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Christmas Island";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Guinea-Bissau, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Burundi";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Cocos Island";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"French Antilles";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Cape Verde";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Falkland Islands (Malvinas)";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Portuguese Timor And Dependencies";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Yemen, People'S Democratic Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Central African Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Azerbaijan";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"British Pacific Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Equatorial Guinea, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"French Southern Territory";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Kyrgyzstan";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Opt. Ctry.Comb. Netherlands & Germany";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Mayotte";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Tuvalu";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Razerbaijani";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Georgia";32234.25;21998.00;12372.56;9070.00;40995.59;37073.00;19736.95;37072.00;..;..;3321.00;2498.00
"Processed Tropical Fruits";"Montserrat";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"South And Southeast Asia, N.E.S.";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Bouvet Island";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Comoros, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"St. Pierre And Miguelon";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Norfolk Island";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Leeward & Windward Is.  5/";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"St.Kitts & Nevis (St.Christopher & Nevis)";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"French Indian Ocean Areas";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Wake Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"St. Lucia";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Western Portuguese Africa";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Wallis And Futuna Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Anguilla";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Vatican City State";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Western Sahara (Spanish Sahara)";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Serbia";11056.43;23400.00;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Faeroe Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Heard And Mcdonald Island";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Not Specified";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Chad";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Montenegro";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Neutral Zone";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Pitcairn Island";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Saint Martin";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Kosovo";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"South Georgia And The South Sandwich Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Svalbard And Jan Mayen";..;..;..;..;..;..;..;..;..;..;..;..
"Processed Tropical Fruits";"Channel Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"American Samoa";..;..;27.78;76.00;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Argentina";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Australia";7469.20;10094.00;576.00;5400.00;57436.28;488263.00;16137.22;137036.00;7088.00;57212.00;149103.40;707260.00
"Shrimps And Prawns";"Austria";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Bahamas";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Bahrain";..;..;..;..;..;..;..;..;..;..;7475.55;35098.00
"Shrimps And Prawns";"Barbados";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Belgium";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Belize (British Honduras)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Bhutan";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Bolivia";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Brazil";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Brunei Darussalam";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Canada";81858.36;183177.00;21750.00;140600.00;..;..;..;..;..;..;119477.65;382977.00
"Shrimps And Prawns";"Canary Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Chile";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"People'S Republic Of China";..;..;..;..;5.00;32.00;45009.90;145778.00;..;..;5200.00;7480.00
"Shrimps And Prawns";"Taiwan (Rep. Of China)";161389.65;350844.00;173940.22;257528.00;148257.20;199901.00;362392.92;1017492.00;272098.30;270781.00;149046.80;150022.00
"Shrimps And Prawns";"Colombia";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Costa Rica";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Cyprus";..;..;..;..;..;..;936.00;8702.00;..;..;..;..
"Shrimps And Prawns";"Czech Republic (Czechoslovakia)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Denmark";..;..;..;..;7756.14;72664.00;..;..;..;..;..;..
"Shrimps And Prawns";"Dominican Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Ecuador";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Egypt Arab Republic";..;..;..;..;..;..;..;..;..;..;3869.50;35382.00
"Shrimps And Prawns";"Fiji";..;..;..;..;..;..;..;..;..;..;317.00;1248.00
"Shrimps And Prawns";"Finland";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"France";168000.00;1635220.00;153600.00;1460755.00;309840.00;3163027.00;161940.00;1846951.00;226440.00;2181280.00;120000.00;992019.00
"Shrimps And Prawns";"French Polynesia";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"French West Indies";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Gabon";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Germany";8820.00;86058.00;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Greece";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Guadeloupe";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Honduras, Republic Of";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Hong Kong, China";24263.00;152614.00;..;..;40.00;620.00;..;..;..;..;..;..
"Shrimps And Prawns";"Hungary";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Iceland";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"India";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Indonesia";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Ireland";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Israel";..;..;..;..;..;..;..;..;802.95;5292.00;3420.00;7872.00
"Shrimps And Prawns";"Italy";11250.00;114318.00;..;..;7941.84;52597.00;..;..;..;..;6226.08;15060.00
"Shrimps And Prawns";"Jamaica (Excludes Cayman Is.,Turks,Caicos)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Japan";1269724.17;8229591.00;1891258.05;13591160.00;1250921.79;8486314.00;479202.88;3207486.00;616578.17;3271691.00;330852.32;1701143.00
"Shrimps And Prawns";"Okinawa";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Cambodia (Democratic Kampuchea)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Kenya";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Republic Of Korea";328934.00;2598910.00;457175.36;3366906.00;187404.30;1308344.00;208347.60;1874247.00;..;..;51849.20;230878.00
"Shrimps And Prawns";"Kuwait";42182.21;320395.00;..;..;600.00;2919.00;2250.00;2200.00;..;..;2236.80;2162.00
"Shrimps And Prawns";"Lebanon";..;..;..;..;34388.74;243128.00;..;..;..;..;..;..
"Shrimps And Prawns";"Malaysia";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Sabah (Comprises Malaysia)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Malta";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Mauritius";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Mexico";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Netherlands";..;..;..;..;..;..;8300.64;44626.00;..;..;48282.10;122443.00
"Shrimps And Prawns";"New Caledonia";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Vanuatu (New Hebrides)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"New Zealand";..;..;1436.40;6601.00;2044.50;8846.00;636.00;3520.00;..;..;2145.00;8094.00
"Shrimps And Prawns";"Nigeria";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Norway";..;..;..;..;..;..;..;..;..;..;5664.40;23012.00
"Shrimps And Prawns";"Pakistan, Islamic Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Palau, Rep. Of";32.00;266.00;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Papua New Guinea";..;..;..;..;..;..;..;..;..;..;1219.03;5427.00
"Shrimps And Prawns";"Peru";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Poland";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Portugal";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Puerto Rico";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Reunion";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"San Marino";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Saudi Arabia";..;..;20195.00;157850.00;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Singapore";..;..;..;..;105.00;320.00;..;..;..;..;9.46;114.00
"Shrimps And Prawns";"Slovak Republic (Slovakia)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"South Africa, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Spain";..;..;..;..;..;..;..;..;93.00;186.00;..;..
"Shrimps And Prawns";"Sri Lanka  (Ceylon)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Sweden";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Switzerland";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Thailand";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Trinidad And Tobago";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Pacific Trust Territory";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Turkey";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Turks And Caicos Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Ukraine (Ukrainian S.S.R.)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"United Arab Emirates, N.E.S.";..;..;..;..;..;..;10779.41;41804.00;3334.96;18141.00;223839.42;617555.00
"Shrimps And Prawns";"Oman";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Qatar";..;..;..;..;6840.00;36254.00;2010.00;8313.00;..;..;20398.84;66288.00
"Shrimps And Prawns";"Uk Of Great Britain And N. Ireland";85127.63;425940.00;..;..;630.00;4640.00;..;..;..;..;66327.80;333596.00
"Shrimps And Prawns";"United States Of America";272084.83;2856031.00;422662.71;3486947.00;386300.30;2480127.00;104219.04;675960.00;151344.42;1096465.00;325605.19;2168633.00
"Shrimps And Prawns";"Guam";34448.49;200662.00;25390.77;189692.00;29289.35;184695.00;73375.07;649781.00;85587.96;772384.00;78081.64;642572.00
"Shrimps And Prawns";"Hawaii";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Virgin Islands (U.S.)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Uruguay";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Venezuela";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Vietnam";..;..;7666.00;10824.00;36410.00;422807.00;12672.00;96467.00;..;..;..;..
"Shrimps And Prawns";"Virgin Islands (British)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Jordan";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Micronesia, Federated States Of";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Morocco";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Panama";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Antigua And Barbuda";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Aruba";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Cook Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Maldives, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Syrian Arab Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Russian Federation";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Uzbekistan";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Swaziland (Eswatini)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Bangladesh";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Bermuda";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Gibraltar";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Marshall Islands, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Romania";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Latvia (Latvian Soviet Socialist Rep.)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Yemen, Republic Of";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Alaska";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Myanmar, Union Of (Burma)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Grenada";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Solomon Islands (British)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Togo";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Burkina Faso (Upper Volta)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Zaire (Democratic Republic Of Congo)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Zambia";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Algeria";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"El Salvador";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Guatemala";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Angola";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"French Pacific Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Slovenia";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Luxembourg";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Afghanistan";..;..;..;..;..;..;1719.00;6588.00;..;..;..;..
"Shrimps And Prawns";"Paraguay";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Bulgaria";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Mali (West Africa)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Nepal";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Netherlands Antilles";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Ghana";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Cote D' Ivoire (Ivory Coast)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Senegal";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Kiribati";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Haiti";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Macau";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Nicaragua";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Spanish Africa, N.E.S.";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Tanzania, United Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Tunisia";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Bosnia And Herzegovina";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Croatia";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Estonia";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Iran, Islamic Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Lithuania";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Mozambique";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Namibia";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Nauru, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Zimbabwe (Rhodesia)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Samoa (Western Samoa)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Benin, People'S Rep. Of (Dahomey)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Congo, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Cuba";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"French Guiana";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Lesotho";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Martinique";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"St. Helena";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Libyan Arab Jamahiriya";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Andorra";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Cayman Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Liechtenstein";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Sarawak (Comprises Malaysia)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Seychelles Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Somalia, Democratic Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Lao People'S Democratic Republic (Laos)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Mongolia";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Belarus (Byelorussian S.S.R.)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"British West Africa(Exc. St. Helena)";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Other Pacific Islands, N.E.S.   6/";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Sierra Leone";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Sudan";..;..;..;..;..;..;..;..;..;..;..;..
"Shrimps And Prawns";"Uganda";..;..;..;..;..;..;..;..;..;..;..;..
